id	string
1113084	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Grand Khavatari</a><br>\0
1113085	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Dominator</a><br>\0
1113086	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Doomcryer</a><br>\0
1113087	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Fortune Seeker</a><br>\0
1113088	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Maestro</a><br>\0
1114088	a,<a action="bypass -h menu_select?ask=-2&reply=380">Duelist</a><br>\0
1114089	a,<a action="bypass -h menu_select?ask=-2&reply=381">Dreadnought</a><br>\0
1114090	a,<a action="bypass -h menu_select?ask=-2&reply=382">Phoenix Knight</a><br>\0
1114091	a,<a action="bypass -h menu_select?ask=-2&reply=383">Hell Knight</a><br>\0
1114092	a,<a action="bypass -h menu_select?ask=-2&reply=384">Sagittarius</a><br>\0
1114093	a,<a action="bypass -h menu_select?ask=-2&reply=385">Adventurer</a><br>\0
1114094	a,<a action="bypass -h menu_select?ask=-2&reply=386">Archmage</a><br>\0
1114095	a,<a action="bypass -h menu_select?ask=-2&reply=387">Soultaker</a><br>\0
1114096	a,<a action="bypass -h menu_select?ask=-2&reply=388">Arcana Lord</a><br>\0
1114097	a,<a action="bypass -h menu_select?ask=-2&reply=389">Cardinal</a><br>\0
1114098	a,<a action="bypass -h menu_select?ask=-2&reply=390">Hierophant</a><br>\0
1114099	a,<a action="bypass -h menu_select?ask=-2&reply=391">Eva's Templar</a><br>\0
1114100	a,<a action="bypass -h menu_select?ask=-2&reply=392">Sword Muse</a><br>\0
1114101	a,<a action="bypass -h menu_select?ask=-2&reply=393">Wind Rider</a><br>\0
1114102	a,<a action="bypass -h menu_select?ask=-2&reply=394">Moonlight Sentinel</a><br>\0
1114103	a,<a action="bypass -h menu_select?ask=-2&reply=395">Mystic Muse</a><br>\0
1114104	a,<a action="bypass -h menu_select?ask=-2&reply=396">Elemental Master</a><br>\0
1114105	a,<a action="bypass -h menu_select?ask=-2&reply=397">Eva's Saint</a><br>\0
1114106	a,<a action="bypass -h menu_select?ask=-2&reply=398">Shillien Templar</a><br>\0
1114107	a,<a action="bypass -h menu_select?ask=-2&reply=399">Spectral Dancer</a><br>\0
1114108	a,<a action="bypass -h menu_select?ask=-2&reply=400">Ghost Hunter</a><br>\0
1114109	a,<a action="bypass -h menu_select?ask=-2&reply=401">Ghost Sentinel</a><br>\0
1114110	a,<a action="bypass -h menu_select?ask=-2&reply=402">Storm Screamer</a><br>\0
1114111	a,<a action="bypass -h menu_select?ask=-2&reply=403">Spectral Master</a><br>\0
1114112	a,<a action="bypass -h menu_select?ask=-2&reply=404">Shillien Saint</a><br>\0
1114113	a,<a action="bypass -h menu_select?ask=-2&reply=405">Titan</a><br>\0
1114114	a,<a action="bypass -h menu_select?ask=-2&reply=406">Grand Khavatari</a><br>\0
1114115	a,<a action="bypass -h menu_select?ask=-2&reply=407">Dominator</a><br>\0
1114116	a,<a action="bypass -h menu_select?ask=-2&reply=408">Doomcryer</a><br>\0
1114117	a,<a action="bypass -h menu_select?ask=-2&reply=409">Fortune Seeker</a><br>\0
1114118	a,<a action="bypass -h menu_select?ask=-2&reply=410">Maestro</a><br>\0
1115127	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Berserker</a><br>\0
1115128	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Soul Breaker</a><br>\0
1115129	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Soul Breaker</a><br>\0
1115130	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Arbalester</a><br>\0
1115131	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Doombringer</a><br>\0
1115132	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Soul Hound</a><br>\0
1115133	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Soul Hound</a><br>\0
1115134	a,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Trickster</a><br>\0
1116127	a,<a action="bypass -h menu_select?ask=-2&reply=411">Berserker</a><br>\0
1116128	a,<a action="bypass -h menu_select?ask=-2&reply=412">Soul Breaker</a><br>\0
1116129	a,<a action="bypass -h menu_select?ask=-2&reply=413">Soul Breaker</a><br>\0
1116130	a,<a action="bypass -h menu_select?ask=-2&reply=414">Arbalester</a><br>\0
1116131	a,<a action="bypass -h menu_select?ask=-2&reply=415">Doombringer</a><br>\0
1116132	a,<a action="bypass -h menu_select?ask=-2&reply=416">Soul Hound</a><br>\0
1116133	a,<a action="bypass -h menu_select?ask=-2&reply=417">Soul Hound</a><br>\0
1116134	a,<a action="bypass -h menu_select?ask=-2&reply=418">Trickster</a><br>\0
1116135	a,<a action="bypass -h menu_select?ask=-2&reply=419">Inspector</a><br>\0
1116136	a,<a action="bypass -h menu_select?ask=-2&reply=420">Judicator</a><br>\0
1119999	a, \0
1120001	a,Greyclaw Kutus (lv23)\0
1120002	a,Turek Mercenary Captain (lv30)\0
1120003	a,Retreat Spider Cletu (lv42)\0
1120004	a,Furious Thieles (lv55)\0
1120005	a,Spiteful Soul of Peasant Leader (lv50)\0
1120006	a,The 3rd Underwater Guardian (lv60)\0
1120007	a,Pan Dryad (lv25)\0
1120008	a,Breka Warlock Pastu (lv34)\0
1120009	a,Stakato Queen Zyrnna (lv34)\0
1120010	a,Ketra Commander Atis (lv49)\0
1120011	a,Atraiban (lv53)\0
1120012	a,Eva's Guardian Millenu (lv58)\0
1120013	a,Shilen's Messenger Cabrio (lv70)\0
1120014	a,Tirak (lv28)\0
1120015	a,Remmel (lv35)\0
1120016	a,Barion (lv47)\0
1120017	a,Karte (lv49)\0
1120018	a,Verfa (lv51)\0
1120019	a,Rahha (lv65)\0
1120020	a,Kernon (lv75)\0
1120021	a,Beacon of Blue Sky (lv45)\0
1120022	a,Unrequited Kael (lv24)\0
1120023	a,Chertuba of Great Soul (lv35)\0
1120024	a,Mystic of Storm Teruk (lv40)\0
1120025	a,Shaka, Captain of the Red Flag (lv52)\0
1120026	a,Enchanted Forest Watcher Ruell (lv55)\0
1120027	a,Bloody Priest Rudelto (lv69)\0
1120028	a,Princess Molrang (lv25)\0
1120029	a,Cat's Eye (lv30)\0
1120030	a,Leader of Cat Gang(lv39)\0
1120031	a,Timak Orc Chief Ranger (lv44)\0
1120032	a,Crazy Mechanic Golem (lv43)\0
1120033	a,Soulless Wild Boar (lv59)\0
1120034	a,Korim (lv70)\0
1120035	a,Elf Renoa (lv29)\0
1120036	a,Sejarr's Servitor (lv35)\0
1120037	a,Rotten Tree Repiro (lv44)\0
1120038	a,Shacram (lv45)\0
1120039	a,Sorcerer Isirr (lv55)\0
1120040	a,Lidia, Ghost of the Well (lv60)\0
1120041	a,Cloe, Priest of Antharas (lv74)\0
1120042	a,Meana, Agent of Beres (lv30)\0
1120043	a,Icarus Sample 1 (lv40)\0
1120044	a,Guilotine, Warden of the Execution Grounds (lv35)\0
1120045	a,Berun, Messenger of the Fairy Queen (lv50)\0
1120046	a,Hopeful Refugee Leo (lv56)\0
1120047	a,Fierce Tiger King Angel (lv65)\0
1120048	a,Longhorn Golkonda (lv79)\0
1120049	a,Langk Matriarch Rashkos (lv24)\0
1120050	a,Vuku Grand Seer Gharmash (lv33)\0
1120051	a,Carnage Lord Gato (lv50)\0
1120052	a,Leto Chief Talkin (lv40)\0
1120053	a,Sephia, Seer of Bereth (lv55)\0
1120054	a,Hekaton Prime (lv65)\0
1120055	a,Shuriel, Fire of Wrath (lv78)\0
1120056	a,Evil Spirit Bifrons (lv21)\0
1120057	a,Zombie Lord Crowl (lv25)\0
1120058	a,Flame Lord Shadar (lv35)\0
1120059	a,Shaman King Selu (lv40)\0
1120060	a,King Tarlk (lv48)\0
1120061	a,Unicorn Paniel (lv54)\0
1120062	a,Giant Marpanak (lv60)\0
1120063	a,Roaring Skylancer (lv70)\0
1120064	a,Ikuntai (lv25)\0
1120065	a,Ragraman (lv30)\0
1120066	a,Lizardmen Leader Hellion (lv38)\0
1120067	a,Tiger King Karuta (lv45)\0
1120068	a,Black Lilly (lv55)\0
1120069	a,Karum, Guardian of the Statue of the Giant (lv60)\0
1120070	a,Demon Kuri (lv59)\0
1120071	a,Tasaba Patriarch Hellena (lv35)\0
1120072	a,Apepi (lv30)\0
1120073	a,Cronos's Servitor Mumu (lv34)\0
1120074	a,Earth Protector Panathen (lv43)\0
1120075	a,Fafurion's Messenger Loch Ness (lv70)\0
1120076	a,Fafurion's Seer Sheshark (lv72)\0
1120077	a,Crokian Padisha Sobekk (lv74)\0
1120078	a,Ocean's Flame Ashakiel (lv76)\0
1120079	a,Water Couatle Ateka (lv40)\0
1120080	a,Sebek (lv36)\0
1120081	a,Fafurion's Page Sika (lv40)\0
1120082	a,Cursed Clara (lv50)\0
1120083	a,Death Lord Hallate (lv73)\0
1120084	a,Soul Collector Acheron (lv35)\0
1120085	a,Roaring Lord Kastor (lv62)\0
1120086	a,Storm Winged Naga (lv75)\0
1120087	a,Ragoth, Seer of Timak (lv57)\0
1120088	a,Spiteful Soul of Andras the Betrayer (lv69)\0
1120089	a,Ancient Drake (lv60)\0
1120090	a,Vanor Chief Kandra (lv72)\0
1120091	a,Abyss Brukunt (lv59)\0
1120092	a,Harit Hero Tamash (lv55)\0
1120093	a,Last Lesser Giant Olkuth (lv75)\0
1120094	a,Last Lesser Giant Glaki (lv78)\0
1120095	a,Doom Blade Tanatos (lv72)\0
1120096	a,Palatanos of the Fearsome Power (lv75)\0
1120097	a,Palibati Queen Themis (lv70)\0
1120098	a,Gargoyle Lord Tiphon (lv65)\0
1120099	a,Taik High Prefect Arak (lv60)\0
1120100	a,Zaken's Butcher Krantz (lv55)\0
1120101	a,Iron Giant Totem (lv45)\0
1120102	a,Kernon's Faithful Servant Kelone (lv67)\0
1120103	a,Bloody Empress Decarbia (lv75)\0
1120104	a,Beast Lord Behemoth (lv70)\0
1120105	a,Partisan Leader Talakin (lv28)\0
1120106	a,Carnamakos (lv50)\0
1120107	a,Death Lord Ipos (lv75)\0
1120108	a,Lilith's Witch Marilion (lv50)\0
1120109	a,Pagan Watcher Cerberon (lv55)\0
1120110	a,Anakim's Nemesis Zakaron(lv70)\0
1120111	a,Death Lord Shax (lv75)\0
1120112	a,Hestia, Guardian Deity of the Hot Springs (lv78)\0
1120113	a,Ketra's Hero Hekaton (lv80)\0
1120114	a,Ketra's Commander Tayr (lv80)\0
1120115	a,Ketra's Chief Braki (lv80)\0
1120116	a,Varka's Hero Shadith (lv80)\0
1120117	a,Varka's Commander Mos (lv80)\0
1120118	a,Varka's Chief Horus (lv80)\0
1120119	a,Ember (lv80)\0
1120120	a,Demon's Agent Falston (lv66)\0
1120121	a,Barakiel, the Flame of Splendor (lv70)\0
1120122	a,Eilhalder Von Hellmann (lv71)\0
1120123	a,Giant Wastelands Basilisk (lv30)\0
1120124	a,Gargoyle Lord Sirocco (lv35)\0
1120125	a,Sukar Wererat Chief (lv21)\0
1120126	a,Tiger Hornet (lv26)\0
1120127	a,Tracker Leader Sharuk (lv23)\0
1120128	a,Patriarch Kuroboros (lv26)\0
1120129	a,Kuroboros' Priest (lv23)\0
1120130	a,Soul Scavenger (lv25)\0
1120131	a,Discarded Guardian (lv20)\0
1120132	a,Malex, Herald of Dagoniel  (lv21)\0
1120133	a,Zombie Lord Ferkel (lv20)\0
1120134	a,Madness Beast (lv20)\0
1120135	a,Kaysha, Herald of Icarus (lv21)\0
1120136	a,Ghost of Sir Calibus (lv34)\0
1120137	a,Evil Spirit Tempest (lv36)\0
1120138	a,Red Eye Captain Trakia (lv35)\0
1120139	a,Nurka's Messenger (lv33)\0
1120140	a,Captain of the Queen's Royal Guard (lv32)\0
1120141	a,Premo Prime (lv38)\0
1120142	a,Archon Suscepter (lv45)\0
1120143	a,Eye of Beleth (lv35)\0
1120144	a,Skyla (lv32)\0
1120145	a,Corsair Captain Kylon (lv33)\0
1120146	a,Lord Ishka  (lv60)\0
1120147	a,Road Scavenger Leader (lv40)\0
1120148	a,Necrosentinel Royal Guard (lv47)\0
1120149	a,Nakondas (lv40)\0
1120150	a,Dread Avenger Kraven (lv44)\0
1120151	a,Orfen's Handmaiden (lv48)\0
1120152	a,Fairy Queen Timiniel (lv61)\0
1120153	a,Freki, Betrayer of Urutu (lv25)\0
1120154	a,Mammon's Collector Talloth (lv25)\0
1120155	a,Flame Stone Golem (lv44)\0
1120156	a,Bandit Leader Barda (lv55)\0
1120157	a,Timak Orc Gosmos (lv45)\0
1120158	a,Thief Kelbar (lv44)\0
1120159	a,Evil Spirit Cyrion (lv45)\0
1120160	a,Enmity Ghost Ramdal (lv65)\0
1120161	a,Immortal Savior Mardil (lv71)\0
1120162	a,Cherub Galaxia (lv79)\0
1120163	a,Minas Anor (lv70)\0
1120164	a,Mirror of Oblivion (lv49)\0
1120165	a,Deadman Ereve (lv51)\0
1120166	a,Harit Guardian Garangky (lv56)\0
1120167	a,Gorgolos (lv64)\0
1120168	a, Utenus, the Last Titan (lv66)\0
1120169	a,Grave Robber Kim (lv52)\0
1120170	a,Ghost Knight Kabed (lv55)\0
1120171	a,Hisilrome, Priest of Shilen (lv65)\0
1120172	a,Magus Kenishee (lv53)\0
1120173	a,Zaken's Mate Tillion (lv50)\0
1120174	a,Water Spirit Lian (lv40)\0
1120175	a,Gwindorr (lv40)\0
1120176	a,Eva's Spirit Niniel (lv55)\0
1120177	a,Fafurion's Envoy Pingolpin (lv52)\0
1120178	a,Fafurion's Henchman Istary (lv45)\0
1120179	a,Grave Robber Boss Akata (lv30)\0
1120180	a,Nellis' Vengeful Spirit (lv39)\0
1120181	a,Rayito the Looter (lv37)\0
1120182	a,Dark Shaman Varangka (lv53)\0
1120183	a,Gigantic Chaos Golem (lv52)\0
1120184	a,Captain of the Ice Queen's Royal Guard (lv59)\0
1120185	a,Spiked Stakato Queen Shyeed (lv80)\0
1120186	a,Master Anays (lv80)\0
1120187	a,High Priest Andreas Van Halter (lv80)\0
1120188	a,Plague Golem (lv73)\0
1120189	a,Flamestone Giant (lv76)\0
1120190	a,Lilith (lv80)\0
1120191	a,Anakim (lv80)\0
1120192	a,Ice Fairy Sirra (lv60)\0
1120193	a,Icicle Emperor Bumbalump (lv74)\0
1120194	a,Daimon the White-Eyed (lv78)\0
1120195	a,Soul of Fire Nastron (lv80)\0
1120196	a,Soul of Water Ashutar (lv80)\0
1120197	a,Uruka (lv80)\0
1120198	a,Sailren (lv80)\0
1120199	a,Typhoon (lv83)\0
1120200	a,Valdstone (lv80)\0
1120201	a,Rok (lv83)\0
1120202	a,Enira (lv85)\0
1120203	a,Dius (lv85)\0
1120204	a,Yehan Klodekus (lv81)\0
1120205	a,Yehan Klanikus (lv81)\0
1120206	a,Cannibalistic Stakato Chief (lv84)\0
1120207	a,Spike Stakato Queen Shyeed (lv84)\0
1120208	a,Gwindorr (lv83)\0
1120209	a,Sprite of Water (lv84)\0
1120210	a,Giant Marpanak (lv82)\0
1120211	a,Gorgolos (lv82)\0
1120212	a,Last Titan Utenus (lv83)\0
1120213	a,Hekaton Prime (lv83)\0
1121000	a,Steward: Please wait a moment.\0
1121001	a,Steward: Please restore the Queen's former appearance!\0
1121002	a,Steward: Waste no time!  Please hurry!\0
1121003	a,Steward: Was it indeed too much to ask...\0
1121004	a,Freya: Heathens! Feel my chill!\0
1121005	a,Attention please! The gates will be closing shortly. All visitors to the Queen's Castle should leave immediately.\0
1121006	a,You cannot carry a weapon without authorization!\0
1121007	a,Are you trying to deceive me?  I'm disappointed.\0
1121008	a,30 minutes remain.\0
1121009	a,20 minutes remain.\0
101	a,Letters of Love\0
102	a,Letters of Love (In Progress)\0
103	a,Letters of Love (Done)\0
25701	a,The Guard is Busy\0
25702	a,The Guard is Busy (In Progress)\0
25703	a,The Guard is Busy (Done)\0
15101	a,Cure for Fever\0
15102	a,Cure for Fever (In Progress)\0
15103	a,Cure for Fever (Done)\0
26201	a,Trade with the Ivory Tower\0
26202	a,Trade with the Ivory Tower (In Progress)\0
201	a,What Women Want\0
202	a,What Women Want (In Progress)\0
203	a,What Women Want (Done)\0
25801	a,Bring Wolf Pelts\0
25802	a,Bring Wolf Pelts (In Progress)\0
301	a,Will the Seal be Broken?\0
302	a,Will the Seal be Broken? (In Progress)\0
303	a,Will the Seal be Broken? (Done)\0
26101	a,Collector's Dream\0
26102	a,Collector's Dream (In Progress)\0
26001	a,Orc Hunting\0
26002	a,Orc Hunting (In Progress)\0
26301	a,Orc Subjugation\0
26302	a,Orc Subjugation (In Progress)\0
10101	a,Sword of Solidarity\0
10102	a,Sword of Solidarity (In Progress)\0
10103	a,Sword of Solidarity (Done)\0
10301	a,Spirit of Craftsman\0
10302	a,Spirit of Craftsman (In Progress)\0
10303	a,Spirit of Craftsman (Done)\0
10601	a,Forgotten Truth\0
10602	a,Forgotten Truth (In Progress)\0
10603	a,Forgotten Truth (Done)\0
10201	a,Sea of Spores Fever\0
10202	a,Sea of Spores Fever (In Progress)\0
10203	a,Sea of Spores Fever (Done)\0
15501	a,Find Sir Windawood\0
15502	a,Find Sir Windawood (In Progress)\0
15503	a,Find Sir Windawood (Done)\0
30601	a,Crystals of Fire and Ice\0
30602	a,Crystals of Fire and Ice (In Progress)\0
15401	a,Sacrifice to the Sea\0
15402	a,Sacrifice to the Sea (In Progress)\0
15403	a,Sacrifice to the Sea (Done)\0
17001	a,Dangerous Seduction\0
17002	a,Dangerous Seduction (In Progress)\0
17003	a,Dangerous Seduction (Done)\0
17004	a,I'll cast you into an eternal nightmare!\0
17005	a,Send my soul to Lich King Icarus...\0
16401	a,Blood Fiend\0
16402	a,Blood Fiend (In Progress)\0
16403	a,Blood Fiend (Done)\0
16404	a,I will taste your blood!\0
16405	a,I have fulfilled my contract with Trader Creamees.\0
16101	a,Fruit of the Mother Tree\0
16102	a,Fruit of the Mother Tree (In Progress)\0
16103	a,Fruit of the Mother Tree (Done)\0
31601	a,Destroy Plague Carriers\0
31602	a,Destroy Plague Carriers (In Progress)\0
31603	a,Why do you oppress us so?\0
32001	a,Bones Tell the Future\0
32002	a,Bones Tell the Future (In Progress)\0
31901	a,Scent of Death\0
31902	a,Scent of Death (In Progress)\0
16301	a,Legacy of the Poet\0
16302	a,Legacy of the Poet (In Progress)\0
16303	a,Legacy of the Poet (Done)\0
16901	a,Offspring of Nightmares\0
16902	a,Offspring of Nightmares (In Progress)\0
16903	a,Offspring of Nightmares (Done)\0
10401	a,Spirit of Mirrors\0
10402	a,Spirit of Mirrors (In Progress)\0
10403	a,Spirit of Mirrors (Done)\0
10501	a,Skirmish with the Orcs\0
10502	a,Skirmish with the Orcs (In Progress)\0
10503	a,Skirmish with the Orcs (Done)\0
15201	a,Shards of Golem\0
15202	a,Shards of Golem (In Progress)\0
15203	a,Shards of Golem (Done)\0
15601	a,Millennium Love\0
15602	a,Millennium Love (In Progress)\0
15603	a,Millennium Love (Done)\0
15701	a,Recover Smuggled Goods\0
15702	a,Recover Smuggled Goods (In Progress)\0
15703	a,Recover Smuggled Goods (Done)\0
15801	a,Seed of Evil\0
15802	a,Seed of Evil (In Progress)\0
15803	a,Seed of Evil (Done)\0
15804	a,... How dare you challenge me!\0
15805	a,The power of Lord Beleth rules the whole world...!\0
15901	a,Protect the Water Source\0
15902	a,Protect the Water Source (In Progress)\0
15903	a,Protect the Water Source (Done)\0
16001	a,Nerupa's Request\0
16002	a,Nerupa's Request (In Progress)\0
16003	a,Nerupa's Request (Done)\0
20101	a,Fighter's Tutorial\0
20102	a,Fighter's Tutorial (In Progress)\0
20103	a,Fighter's Tutorial (Done)\0
20201	a,Mystic's Tutorial\0
20202	a,Mystic's Tutorial (In Progress)\0
20203	a,Mystic's Tutorial (Done)\0
20301	a,Elf's Tutorial\0
20302	a,Elf's Tutorial (In Progress)\0
20303	a,Elf's Tutorial (Done)\0
20401	a,Dark Elf's Tutorial\0
20402	a,Dark Elf's Tutorial (In Progress)\0
20403	a,Dark Elf's Tutorial (Done)\0
15301	a,Deliver Goods\0
15302	a,Deliver Goods (In Progress)\0
15303	a,Deliver Goods (Done)\0
30301	a,Collect Arrowheads\0
30302	a,Collect Arrowheads (In Progress)\0
31301	a,Collect Spores\0
31302	a,Collect Spores (In Progress)\0
31701	a,Catch the Wind\0
31702	a,Catch the Wind (In Progress)\0
16601	a,Mass of Darkness\0
16602	a,Mass of Darkness (In Progress)\0
16603	a,Mass of Darkness (Done)\0
16701	a,Dwarven Kinship\0
16702	a,Dwarven Kinship (In Progress)\0
16703	a,Dwarven Kinship (Done)\0
32401	a,Sweetest Venom\0
32402	a,Sweetest Venom (In Progress)\0
16201	a,Curse of the Fortress\0
16202	a,Curse of the Fortress (In Progress)\0
16203	a,Curse of the Fortress (Done)\0
16501	a,Shilen's Hunt\0
16502	a,Shilen's Hunt (In Progress)\0
16503	a,Shilen's Hunt (Done)\0
16801	a,Deliver Supplies\0
16802	a,Deliver Supplies (In Progress)\0
16803	a,Deliver Supplies (Done)\0
40501	a,Path of the Cleric\0
40502	a,Path of the Cleric (In Progress)\0
40901	a,Path of the Elven Oracle\0
40902	a,Path of the Elven Oracle (In Progress)\0
40909	a,The sacred flame is ours!\0
40910	a,Arrghh...we shall never.. surrender... \0
40911	a,The sacred flame is ours\0
40912	a,The sacred flame is ours\0
40913	a,As you wish, master!\0
41101	a,Path of the Assassin\0
41102	a,Path of the Assassin (In Progress)\0
41201	a,Path of the Dark Wizard\0
41202	a,Path of the Dark Wizard (In Progress)\0
